reaction,direction,ReactionType,coenzyme,reaction_def
R05744_v1,forward,KEGG (Modified),Mg,C01494 + C00010 + C00002 + Z00029 => C00406 + C07305 + Z00029
R05745_v1,forward,KEGG (Modified),"Heme, Molybdopterin, Generic FeS",C07111 + C00001 + C00028 + Z00025 + Z00063 + Z00031 => C11348 + C00030 + Z00025 + Z00063 + Z00031
R05745_v2,forward,KEGG (Modified),"4Fe4S, Heme, Molybdopterin",C07111 + C00001 + C00028 + Z00025 + Z00002 + Z00031 => C11348 + C00030 + Z00025 + Z00002 + Z00031
R05746,forward,KEGG,,C06701 + C00003 + C00001 => C00009 + C00004 + C00080
R05747_v1,forward,KEGG (Modified),"Glutathione, V",C11215 + C07292 + Z00023 + Z00062 => C06697 + C07293 + Z00023 + Z00062
R05747_v1,reverse,KEGG (Modified),"Glutathione, V",C06697 + C07293 + Z00023 + Z00062 => C11215 + C07292 + Z00023 + Z00062
R05748,forward,KEGG,,2C00051 + C07294 => C07295 + C00127 + C00001
R05748,reverse,KEGG,,C07295 + C00127 + C00001 => 2C00051 + C07294
R05749,forward,KEGG,,C03758 + C01852 => C07307 + C00001
R05749,reverse,KEGG,,C07307 + C00001 => C03758 + C01852
R05750,forward,KEGG,,C03758 + C01852 => C07304 + C00001
R05750,reverse,KEGG,,C07304 + C00001 => C03758 + C01852
R05751_v1,forward,KEGG (Modified),"2Fe2S, Molybdopterin, Mo, 3Fe4S",2C05357 + C06697 + C00001 + Z00001 + Z00067 + Z00064 + Z00031 => 2C05358 + 2C00080 + C11215 + Z00001 + Z00067 + Z00064 + Z00031
R05751_v2,forward,KEGG (Modified),"Molybdopterin, Generic FeS, Mo",2C05357 + C06697 + C00001 + Z00063 + Z00064 + Z00031 => 2C05358 + 2C00080 + C11215 + Z00063 + Z00064 + Z00031
R05752,forward,KEGG,,C06697 + C00028 => C11215 + C00030
R05752,reverse,KEGG,,C11215 + C00030 => C06697 + C00028
R05754,forward,KEGG,,C00019 + C07098 => C00021 + C11510
R05754,reverse,KEGG,,C00021 + C11510 => C00019 + C07098
R05755,forward,KEGG,,C00019 + C06697 => C00021 + C07294
R05755,reverse,KEGG,,C00021 + C07294 => C00019 + C06697
R05756,forward,KEGG,,C00019 + C07295 => C00021 + C07308
R05757,forward,KEGG,,C00019 + C07349 => C00021 + C02079
R05757,reverse,KEGG,,C00021 + C02079 => C00019 + C07349
R05758_v1,forward,KEGG (Modified),"Mn, PLP",C11511 + Z00030 + Z00035 => C00036 + C00014 + Z00030 + Z00035
R05758_v1,reverse,KEGG (Modified),"Mn, PLP",C00036 + C00014 + Z00030 + Z00035 => C11511 + Z00030 + Z00035
R05758_v2,forward,KEGG (Modified),"PLP, Ca",C11511 + Z00055 + Z00035 => C00036 + C00014 + Z00055 + Z00035
R05758_v2,reverse,KEGG (Modified),"PLP, Ca",C00036 + C00014 + Z00055 + Z00035 => C11511 + Z00055 + Z00035
R05758_v3,forward,KEGG (Modified),"Mg, PLP",C11511 + Z00029 + Z00035 => C00036 + C00014 + Z00029 + Z00035
R05758_v3,reverse,KEGG (Modified),"Mg, PLP",C00036 + C00014 + Z00029 + Z00035 => C11511 + Z00029 + Z00035
R05758_v4,forward,KEGG (Modified),"PLP, M2",C11511 + Z00069 + Z00035 => C00036 + C00014 + Z00069 + Z00035
R05758_v4,reverse,KEGG (Modified),"PLP, M2",C00036 + C00014 + Z00069 + Z00035 => C11511 + Z00069 + Z00035
R05759_v1,forward,KEGG (Modified),Mg,C00019 + C08491 + Z00029 => C00021 + C11512 + Z00029
R05759_v1,reverse,KEGG (Modified),Mg,C00021 + C11512 + Z00029 => C00019 + C08491 + Z00029
R05759_v2,forward,KEGG (Modified),Zn,C00019 + C08491 + Z00054 => C00021 + C11512 + Z00054
R05759_v2,reverse,KEGG (Modified),Zn,C00021 + C11512 + Z00054 => C00019 + C08491 + Z00054
R05760,forward,KEGG,,C00019 + C01902 => C00021 + C11513
R05760,reverse,KEGG,,C00021 + C11513 => C00019 + C01902
R05761_v1,forward,KEGG (Modified),Zn,C11496 + Z00054 => C11506 + C03576 + Z00054
R05761_v1,reverse,KEGG (Modified),Zn,C11506 + C03576 + Z00054 => C11496 + Z00054
R05762_v1,forward,KEGG (Modified),Zn,C11498 + Z00054 => C11507 + C03576 + Z00054
R05762_v1,reverse,KEGG (Modified),Zn,C11507 + C03576 + Z00054 => C11498 + Z00054
R05763,forward,KEGG,,C00019 + C02341 => C00021 + C11514
R05763,reverse,KEGG,,C00021 + C11514 => C00019 + C02341
R05764,forward,KEGG,,C00019 + C02341 => C00021 + C11515
R05764,reverse,KEGG,,C00021 + C11515 => C00019 + C02341
R05765_v1,forward,KEGG (Modified),"K, Mn",C00341 + Z00026 + Z00030 => C06308 + C00013 + Z00026 + Z00030
R05765_v2,forward,KEGG (Modified),Mn,C00341 + Z00030 => C06308 + C00013 + Z00030
R05765_v3,forward,KEGG (Modified),Mg,C00341 + Z00029 => C06308 + C00013 + Z00029
R05766_v1,forward,KEGG (Modified),"K, Mn",C00341 + Z00026 + Z00030 => C06307 + C00013 + Z00026 + Z00030
R05766_v2,forward,KEGG (Modified),Mn,C00341 + Z00030 => C06307 + C00013 + Z00030
R05766_v3,forward,KEGG (Modified),Mg,C00341 + Z00029 => C06307 + C00013 + Z00029
R05767,forward,KEGG,,C00689 + C00009 => C00092 + C00663
R05767,reverse,KEGG,,C00092 + C00663 => C00689 + C00009
R05768_v1,forward,KEGG (Modified),Mg,C00096 + C00197 + Z00029 => C00035 + C11516 + Z00029
R05768_v1,reverse,KEGG (Modified),Mg,C00035 + C11516 + Z00029 => C00096 + C00197 + Z00029
R05769,forward,KEGG,,C00029 + C00530 => C00015 + C06186
R05769,reverse,KEGG,,C00015 + C06186 => C00029 + C00530
R05771,reverse,KEGG,,C11520 + C00001 => C11519
R05772,forward,KEGG,,C00406 + C00001 => C07303
R05772,reverse,KEGG,,C07303 => C00406 + C00001
R05773,forward,KEGG,,C07303 => C00755 + C00024
R05773,reverse,KEGG,,C00755 + C00024 => C07303
R05774_v1,forward,KEGG (Modified),Thiamine diphosphate,C05528 + Z00047 => C00593 + C00011 + Z00047
R05774_v1,reverse,KEGG (Modified),Thiamine diphosphate,C00593 + C00011 + Z00047 => C05528 + Z00047
R05775_v1,forward,KEGG (Modified),NAD/NADP,C00029 + C00094 + Z00032 => C11521 + C00001 + Z00032
R05776,forward,KEGG,,C00019 + C11522 => C00021 + C11523
R05776,reverse,KEGG,,C00021 + C11523 => C00019 + C11522
R05777_v1,forward,KEGG (Modified),Mn,C11524 + C00001 + Z00030 => C11525 + C00009 + Z00030
R05777_v2,forward,KEGG (Modified),Mg,C11524 + C00001 + Z00029 => C11525 + C00009 + Z00029
R05778_v1,forward,KEGG (Modified),Fe,C01179 + C00007 + Z00015 => C11527 + C00011 + Z00015
R05779_v1,forward,KEGG (Modified),Mn,C11526 + C00001 + Z00030 => C01204 + C00009 + Z00030
R05779_v2,forward,KEGG (Modified),Mg,C11526 + C00001 + Z00029 => C01204 + C00009 + Z00029
R05780_v1,forward,KEGG (Modified),Co,2C00001 + C01755 + Z00006 => C07331 + C00014 + C01328 + Z00006
R05780_v1,reverse,KEGG (Modified),Co,C07331 + C00014 + C01328 + Z00006 => 2C00001 + C01755 + Z00006
R05781,reverse,KEGG,,C01596 => C07272 + C00001
R05782_v1,forward,KEGG (Modified),Fe,C11529 + C00001 + Z00015 => C00151 + C00014 + C00011 + Z00015
R05782_v1,reverse,KEGG (Modified),Fe,C00151 + C00014 + C00011 + Z00015 => C11529 + C00001 + Z00015
R05782_v2,forward,KEGG (Modified),Co,C11529 + C00001 + Z00006 => C00151 + C00014 + C00011 + Z00006
R05782_v2,reverse,KEGG (Modified),Co,C00151 + C00014 + C00011 + Z00006 => C11529 + C00001 + Z00006
R05782_v3,forward,KEGG (Modified),M2,C11529 + C00001 + Z00069 => C00151 + C00014 + C00011 + Z00069
R05782_v3,reverse,KEGG (Modified),M2,C00151 + C00014 + C00011 + Z00069 => C11529 + C00001 + Z00069
R05782_v4,forward,KEGG (Modified),Mn,C11529 + C00001 + Z00030 => C00151 + C00014 + C00011 + Z00030
R05782_v4,reverse,KEGG (Modified),Mn,C00151 + C00014 + C00011 + Z00030 => C11529 + C00001 + Z00030
R05783,forward,KEGG,,C07301 + C00001 => C01983 + C00014
R05783,reverse,KEGG,,C01983 + C00014 => C07301 + C00001
R05784,reverse,KEGG,,C07276 => C07271 + C00001
R05788,reverse,KEGG,,C11535 + C00069 => C11531 + C00001
R05789_v1,forward,KEGG (Modified),Mg,C11536 + C00001 + Z00029 => C11537 + C00009 + Z00029
R05789_v1,reverse,KEGG (Modified),Mg,C11537 + C00009 + Z00029 => C11536 + C00001 + Z00029
R05790_v1,forward,KEGG (Modified),Ni,C11516 + C00001 + Z00034 => C11544 + C00009 + Z00034
R05790_v1,reverse,KEGG (Modified),Ni,C11544 + C00009 + Z00034 => C11516 + C00001 + Z00034
R05790_v2,forward,KEGG (Modified),Mg,C11516 + C00001 + Z00029 => C11544 + C00009 + Z00029
R05790_v2,reverse,KEGG (Modified),Mg,C11544 + C00009 + Z00029 => C11516 + C00001 + Z00029
R05791,forward,KEGG,,C10517 + C00001 => C11546 + C00009
R05791,reverse,KEGG,,C11546 + C00009 => C10517 + C00001
R05792_v1,forward,KEGG (Modified),Ca,2C00001 + C11547 + Z00055 => 2C00162 + C11548 + Z00055
R05793,forward,KEGG,,C07299 + C00001 => C07300
R05794_v1,forward,KEGG (Modified),Mn,C00269 + C00114 + Z00030 => C00055 + C00157 + Z00030
R05795,forward,KEGG,,C00002 + C01277 => C00008 + C11554
R05795,reverse,KEGG,,C00008 + C11554 => C00002 + C01277
R05796,forward,KEGG,,C11549 + C00001 => C11549 + C11550
R05797,forward,KEGG,,C11551 + C00001 => C11551 + C11552
R05798,forward,KEGG,,C00053 + C04384 => C00054 + C11553
R05798,reverse,KEGG,,C00054 + C11553 => C00053 + C04384
R05799,forward,KEGG,,C00002 + C01204 => C00008 + C11174
R05799,reverse,KEGG,,C00008 + C11174 => C00002 + C01204
R05800,forward,KEGG,,C00002 + C01245 => C00008 + C11555
R05800,reverse,KEGG,,C00008 + C11555 => C00002 + C01245
R05801,forward,KEGG,,C00002 + C11555 => C00008 + C01284
R05801,reverse,KEGG,,C00008 + C01284 => C00002 + C11555
R05802_v1,forward,KEGG (Modified),Mn,C00002 + C04549 + Z00030 => C00008 + C11556 + Z00030
R05802_v1,reverse,KEGG (Modified),Mn,C00008 + C11556 + Z00030 => C00002 + C04549 + Z00030
R05802_v2,forward,KEGG (Modified),Zn,C00002 + C04549 + Z00054 => C00008 + C11556 + Z00054
R05802_v2,reverse,KEGG (Modified),Zn,C00008 + C11556 + Z00054 => C00002 + C04549 + Z00054
R05803,forward,KEGG,,C00002 + C11557 => C00008 + C04637
R05803,reverse,KEGG,,C00008 + C04637 => C00002 + C11557
R05804_v1,forward,KEGG (Modified),Mg,C00008 + C00031 + Z00029 => C00020 + C00092 + Z00029
R05804_v1,reverse,KEGG (Modified),Mg,C00020 + C00092 + Z00029 => C00008 + C00031 + Z00029
R05805_v1,forward,KEGG (Modified),Co,C00008 + C00085 + Z00006 => C00020 + C00354 + Z00006
R05805_v1,reverse,KEGG (Modified),Co,C00020 + C00354 + Z00006 => C00008 + C00085 + Z00006
R05805_v2,forward,KEGG (Modified),Mg,C00008 + C00085 + Z00029 => C00020 + C00354 + Z00029
R05805_v2,reverse,KEGG (Modified),Mg,C00020 + C00354 + Z00029 => C00008 + C00085 + Z00029
R05805_v3,forward,KEGG (Modified),M2,C00008 + C00085 + Z00069 => C00020 + C00354 + Z00069
R05805_v3,reverse,KEGG (Modified),M2,C00020 + C00354 + Z00069 => C00008 + C00085 + Z00069
R05806,forward,KEGG,,C00002 + C02269 => C00008 + C00676
R05806,reverse,KEGG,,C00008 + C00676 => C00002 + C02269
R05807_v1,forward,KEGG (Modified),4Fe4S,C05778 + C00175 + Z00002 => 2C00080 + C11538 + Z00002
R05807_v1,reverse,KEGG (Modified),4Fe4S,2C00080 + C11538 + Z00002 => C05778 + C00175 + Z00002
R05808,forward,KEGG,,C11538 + C00019 => C17401 + C00021
R05808,reverse,KEGG,,C17401 + C00021 => C11538 + C00019
R05809,forward,KEGG,,C11539 + C00019 => C11540 + C00021
R05809,reverse,KEGG,,C11540 + C00021 => C11539 + C00019
R05810,forward,KEGG,,C11540 + C00019 => C16242 + C00021
R05810,reverse,KEGG,,C16242 + C00021 => C11540 + C00019
R05811,forward,KEGG,,C11541 + C00019 + C00001 => C11542 + C00021 + C00084
R05811,reverse,KEGG,,C11542 + C00021 + C00084 => C11541 + C00019 + C00001
R05812,forward,KEGG,,C11542 + C00004 + C00080 => C11543 + C00003
R05812,reverse,KEGG,,C11543 + C00003 => C11542 + C00004 + C00080
R05813,forward,KEGG,,2C00019 + C11543 => 2C00021 + C11545 + C00011
R05813,reverse,KEGG,,2C00021 + C11545 + C00011 => 2C00019 + C11543
R05814,reverse,KEGG,,C05773 => C11545
R05815_v1,forward,KEGG (Modified),Mg,2C00064 + 2C00002 + 2C00001 + C05773 + Z00029 => 2C00025 + 2C00008 + 2C00009 + C06504 + Z00029
R05815_v1,reverse,KEGG (Modified),Mg,2C00025 + 2C00008 + 2C00009 + C06504 + Z00029 => 2C00064 + 2C00002 + 2C00001 + C05773 + Z00029
R05816,forward,KEGG,,C00464 + C00001 => C00159 + C00464
R05817_v1,forward,KEGG (Modified),Flavodoxin,4C00138 + C00500 + Z00018 => 4C00139 + C05786 + Z00018
R05817_v1,reverse,KEGG (Modified),Flavodoxin,4C00139 + C05786 + Z00018 => 4C00138 + C00500 + Z00018
R05817_v2,forward,KEGG (Modified),Ferredoxin,4C00138 + C00500 + Z00016 => 4C00139 + C05786 + Z00016
R05817_v2,reverse,KEGG (Modified),Ferredoxin,4C00139 + C05786 + Z00016 => 4C00138 + C00500 + Z00016
R05818_v1,forward,KEGG (Modified),NAD/NADP,C00500 + C00138 + Z00032 => C11630 + C00139 + Z00032
R05818_v1,reverse,KEGG (Modified),NAD/NADP,C11630 + C00139 + Z00032 => C00500 + C00138 + Z00032
R05819_v1,forward,KEGG (Modified),NAD/NADP,C11630 + C00138 + Z00032 => C05912 + C00139 + Z00032
R05819_v1,reverse,KEGG (Modified),NAD/NADP,C05912 + C00139 + Z00032 => C11630 + C00138 + Z00032
R05820,forward,KEGG,,C04261 + C00794 => C00615 + C01096
R05820,reverse,KEGG,,C00615 + C01096 => C04261 + C00794
R05821,forward,KEGG,,C00294 + C00007 => C11631 + C00001
R05822,forward,KEGG,,2C01993 + C00007 => 2C11631
R05823,forward,KEGG,,C06473 + C00006 => C02780 + C00005 + C00080
R05823,reverse,KEGG,,C02780 + C00005 + C00080 => C06473 + C00006
R05824,forward,KEGG,,C11679 => C03677
R05825,forward,KEGG,,C11632 + C00001 => C11633 + C00011 + C00132
R05825,reverse,KEGG,,C11633 + C00011 + C00132 => C11632 + C00001
R05826,forward,KEGG,,C11633 => C11634
R05826,reverse,KEGG,,C11634 => C11633
R05827,forward,KEGG,,C11635 + C00006 => C11634 + C00005 + C00080
R05827,reverse,KEGG,,C11634 + C00005 + C00080 => C11635 + C00006
R05830,forward,KEGG,,C02793 + C01119 => C05849 + C00265
R05830,reverse,KEGG,,C05849 + C00265 => C02793 + C01119
R05831,forward,KEGG,,C00379 + C00003 => C00312 + C00004 + C00080
R05831,reverse,KEGG,,C00312 + C00004 + C00080 => C00379 + C00003
R05834_v1,forward,KEGG (Modified),Mg,C00019 + C01957 + Z00029 => C00021 + C01852 + Z00029
R05834_v1,reverse,KEGG (Modified),Mg,C00021 + C01852 + Z00029 => C00019 + C01957 + Z00029
R05835,forward,KEGG,,C01921 + C00001 => C00695 + C00037
R05835,reverse,KEGG,,C00695 + C00037 => C01921 + C00001
R05836,reverse,KEGG,,C04483 => 2C00080 + C11637
R05837_v1,forward,KEGG (Modified),Co,C06055 + C00003 + Z00006 => C11638 + C00004 + C00080 + C00011 + Z00006
R05837_v1,reverse,KEGG (Modified),Co,C11638 + C00004 + C00080 + C00011 + Z00006 => C06055 + C00003 + Z00006
R05837_v2,forward,KEGG (Modified),M2,C06055 + C00003 + Z00069 => C11638 + C00004 + C00080 + C00011 + Z00069
R05837_v2,reverse,KEGG (Modified),M2,C11638 + C00004 + C00080 + C00011 + Z00069 => C06055 + C00003 + Z00069
R05838,forward,KEGG,,C11638 + C11437 => 2C00001 + C00627 + C00009
R05839,forward,KEGG,,C00534 + C00026 => C00250 + C00217
R05839,reverse,KEGG,,C00250 + C00217 => C00534 + C00026
R05840,reverse,KEGG,,C00314 => C00266 + C00109 + C01401
R05841,forward,KEGG,,C00582 + C00037 => C05598 + C00010
R05841,reverse,KEGG,,C05598 + C00010 => C00582 + C00037
R05842_v1,forward,KEGG (Modified),Mg,C06548 + C00001 + Z00029 => C01380 + Z00029
R05842_v1,reverse,KEGG (Modified),Mg,C01380 + Z00029 => C06548 + C00001 + Z00029
R05843,forward,KEGG,,C11422 + C00004 + C00080 + C00007 => C04468 + C00003
R05844,forward,KEGG,,C03309 => C11678
R05844,reverse,KEGG,,C11678 => C03309
R05845,forward,KEGG,,C11678 + C00080 => C11679 + C00001
R05846,forward,KEGG,,C03677 => C11680
R05847,forward,KEGG,,C11680 + C00005 + C00080 => C09024 + C00006
R05848,forward,KEGG,,C11680 + C00005 + C00080 => C11682 + C00006
R05849,forward,KEGG,,C09024 + C03024 + C00007 => 2C00001 + 2C00080 + C09241 + C03161
R05850_v1,forward,KEGG (Modified),M2,C01101 + Z00069 => C00231 + Z00069
R05850_v1,reverse,KEGG (Modified),M2,C00231 + Z00069 => C01101 + Z00069
R05850_v2,forward,KEGG (Modified),Zn,C01101 + Z00054 => C00231 + Z00054
R05850_v2,reverse,KEGG (Modified),Zn,C00231 + Z00054 => C01101 + Z00054
R05852,reverse,KEGG,,C11691 => C03677
R05853,forward,KEGG,,C11691 => C09244
R05854,forward,KEGG,,C11691 => C09107
R05856,forward,KEGG,,C11675 + C00001 => C04578
R05856,reverse,KEGG,,C04578 => C11675 + C00001
R05857_v1,forward,KEGG (Modified),"Ascorbate, Fe",C02673 + C00026 + C00007 + Z00015 + Z00004 => C01091 + C00042 + C00011 + Z00015 + Z00004
R05858,forward,KEGG,,C01626 + C09107 => C11641
R05858,reverse,KEGG,,C11641 => C01626 + C09107
R05859,reverse,KEGG,,C07201 => C11641
R05860,forward,KEGG,,C07201 => C07204
R05861_v1,forward,KEGG (Modified),"FAD, Flavoprotein",C00133 + C00001 + C00007 + Z00019 + Z00013 + C00133 + C00001 + C00007 + Z00019 + Z00013 => C00022 + C00014 + C00027 + Z00019 + Z00013 + C00022 + C00014 + C00027 + Z00019 + Z00013
R05862_v1,forward,KEGG (Modified),"FAD, Flavoprotein",C00213 + C00001 + C00007 + Z00019 + Z00013 => C00048 + C00218 + C00027 + Z00019 + Z00013
R05863_v1,forward,KEGG (Modified),"FAD, Flavoprotein",C11735 + C00001 + C00007 + Z00019 + Z00013 => C00048 + C00797 + C00027 + Z00019 + Z00013
R05864,forward,KEGG,,C11354 + C00001 => C06762
R05864,reverse,KEGG,,C06762 => C11354 + C00001
R05865,forward,KEGG,,C06760 + C00001 => C00058 + C11354
R05866,forward,KEGG,,C09244 + C00005 + C00080 + C00007 => C11676 + C00006 + C00001
R05867,forward,KEGG,,C11676 => C11677
R05867,reverse,KEGG,,C11677 => C11676
R05868,forward,KEGG,,C09244 => C11677
R05868,reverse,KEGG,,C11677 => C09244
R05869,reverse,KEGG,,C11783 => C09244
R05870,forward,KEGG,,C11783 + C00024 => C11784 + C00010
R05870,reverse,KEGG,,C11784 + C00010 => C11783 + C00024
R05871,forward,KEGG,,C11642 => C11677
R05871,reverse,KEGG,,C11677 => C11642
R05872,forward,KEGG,,C09244 => C11642
R05872,reverse,KEGG,,C11642 => C09244
R05873,forward,KEGG,,C03677 => C11681
R05874,forward,KEGG,,C11681 + C00005 + C00080 => C11683 + C00006
R05875_v1,forward,KEGG (Modified),"2Fe2S, 4Fe4S, FAD",2C22150 + C00003 + C00080 + Z00002 + 2C22150 + C00003 + C00080 + Z00013 + Z00001 => 2C22151 + C00004 + Z00002 + 2C22151 + C00004 + Z00013 + Z00001
R05875_v1,reverse,KEGG (Modified),"2Fe2S, 4Fe4S, FAD",2C22151 + C00004 + Z00002 + 2C22151 + C00004 + Z00013 + Z00001 => 2C22150 + C00003 + C00080 + Z00002 + 2C22150 + C00003 + C00080 + Z00013 + Z00001
R05875_v2,forward,KEGG (Modified),"2Fe2S, FAD, Generic FeS",2C22150 + C00003 + C00080 + Z00001 + 2C22150 + C00003 + C00080 + Z00063 + Z00013 => 2C22151 + C00004 + Z00001 + 2C22151 + C00004 + Z00063 + Z00013
R05875_v2,reverse,KEGG (Modified),"2Fe2S, FAD, Generic FeS",2C22151 + C00004 + Z00001 + 2C22151 + C00004 + Z00063 + Z00013 => 2C22150 + C00003 + C00080 + Z00001 + 2C22150 + C00003 + C00080 + Z00063 + Z00013
R05876,forward,KEGG,,C00024 + C11633 => C00010 + C11807
R05876,reverse,KEGG,,C00010 + C11807 => C00024 + C11633
R05878,forward,KEGG,,C11808 + C00006 => C01761 + C00005 + C00080
R05878,reverse,KEGG,,C01761 + C00005 + C00080 => C11808 + C00006
R05879,forward,KEGG,,C11809 + C00006 => C11808 + C00005 + C00080
R05880,forward,KEGG,,C11809 + C00001 => C11810 + C00033
R05881,forward,KEGG,,C11810 + C00019 => C06542 + C00021
R05881,reverse,KEGG,,C06542 + C00021 => C11810 + C00019
R05882,forward,KEGG,,C00029 + C01761 => C00015 + C02074
R05882,reverse,KEGG,,C00015 + C02074 => C00029 + C01761
R05884_v1,forward,KEGG (Modified),"Ferredoxin, 3Fe4S",2C00138 + 2C00080 + C11811 + Z00067 + Z00016 => 2C00139 + C00129 + C00001 + Z00067 + Z00016
R05884_v1,reverse,KEGG (Modified),"Ferredoxin, 3Fe4S",2C00139 + C00129 + C00001 + Z00067 + Z00016 => 2C00138 + 2C00080 + C11811 + Z00067 + Z00016
R05884_v2,forward,KEGG (Modified),"4Fe4S, Ferredoxin",2C00138 + 2C00080 + C11811 + Z00002 + Z00016 => 2C00139 + C00129 + C00001 + Z00002 + Z00016
R05884_v2,reverse,KEGG (Modified),"4Fe4S, Ferredoxin",2C00139 + C00129 + C00001 + Z00002 + Z00016 => 2C00138 + 2C00080 + C11811 + Z00002 + Z00016
R05884_v3,forward,KEGG (Modified),"Flavodoxin, 3Fe4S",2C00138 + 2C00080 + C11811 + Z00018 + Z00067 => 2C00139 + C00129 + C00001 + Z00018 + Z00067
R05884_v3,reverse,KEGG (Modified),"Flavodoxin, 3Fe4S",2C00139 + C00129 + C00001 + Z00018 + Z00067 => 2C00138 + 2C00080 + C11811 + Z00018 + Z00067
R05884_v4,forward,KEGG (Modified),"4Fe4S, Flavodoxin",2C00138 + 2C00080 + C11811 + Z00018 + Z00002 => 2C00139 + C00129 + C00001 + Z00018 + Z00002
R05884_v4,reverse,KEGG (Modified),"4Fe4S, Flavodoxin",2C00139 + C00129 + C00001 + Z00018 + Z00002 => 2C00138 + 2C00080 + C11811 + Z00018 + Z00002
R05885,forward,KEGG,,C11643 + C00019 => C11675 + C00021 + C00080
R05885,reverse,KEGG,,C11675 + C00021 + C00080 => C11643 + C00019
R05886,reverse,KEGG,,C11812 => C09244
R05887,forward,KEGG,,C07307 => C11813
R05888,reverse,KEGG,,C09330 => C11813
R05889,forward,KEGG,,C07304 => C11814
R05890,reverse,KEGG,,C11815 => C11814
R05894,reverse,KEGG,,C09248 => C11816
R05895,reverse,KEGG,,C11817 => C11816 + C00398
R05896,forward,KEGG,,C11817 => C09328
R05897,forward,KEGG,,C11816 => C09337
R05898,reverse,KEGG,,C11672 => C01512
R05899,forward,KEGG,,C11672 => C11673
R05900,reverse,KEGG,,C09769 => C11673
R06046,forward,KEGG,,C04150 + C04276 => C02970 + C04772
R06046,reverse,KEGG,,C02970 + C04772 => C04150 + C04276
R06047,forward,KEGG,,C00029 + C01289 => C00015 + C04830
R06047,reverse,KEGG,,C00015 + C04830 => C00029 + C01289
R06048,forward,KEGG,,C00029 + C05658 => C00015 + C08481
R06048,reverse,KEGG,,C00015 + C08481 => C00029 + C05658
R06054,reverse,KEGG,,C01187 + C00338 => C06744 + C00001
R06063,reverse,KEGG,,C02348 + C00011 => C11821 + C00080 + C00001
R06064,reverse,KEGG,,C02350 + C00011 => C11821 + C00080 + C00001
R06117,forward,KEGG,,C11409 + C00003 => C11383 + C00004 + C00080
R06117,reverse,KEGG,,C11383 + C00004 + C00080 => C11409 + C00003
R06120_v1,forward,KEGG (Modified),Mn,C00341 + Z00030 => C06099 + C00013 + Z00030
R06126,forward,KEGG,,C00065 + C00006 => C11822 + C00005 + C00080
R06126,reverse,KEGG,,C11822 + C00005 + C00080 => C00065 + C00006
R06131_v1,reverse,KEGG (Modified),"4Fe4S, Mn, PLP, Generic FeS",C00161 + C00014 + Z00035 + C00161 + C00014 + Z00063 + C00161 + C00014 + Z00035 + Z00002 + C00161 + C00014 + Z00030 => C05167 + Z00035 + C05167 + Z00063 + C05167 + Z00035 + Z00002 + C05167 + Z00030
R06131_v2,reverse,KEGG (Modified),"PLP, Ca, Generic FeS",C00161 + C00014 + Z00035 + C00161 + C00014 + Z00035 + Z00063 + C00161 + C00014 + Z00055 => C05167 + Z00035 + C05167 + Z00035 + Z00063 + C05167 + Z00055
R06131_v3,reverse,KEGG (Modified),Mg,C00161 + C00014 + Z00029 => C05167 + Z00029
R06131_v4,reverse,KEGG (Modified),M2,C00161 + C00014 + Z00069 => C05167 + Z00069
R06132_v1,reverse,KEGG (Modified),"Cobalamin, PLP, MIO",C11823 + C00014 + Z00068 + C11823 + C00014 + Z00068 + C11823 + C00014 + Z00068 + C11823 + C00014 + Z00068 + C11823 + C00014 + Z00009 + C11823 + C00014 + Z00035 => C05167 + Z00068 + C05167 + Z00068 + C05167 + Z00068 + C05167 + Z00068 + C05167 + Z00009 + C05167 + Z00035
